SK_ID_CURR,TARGET
100001,0.07855846225239392
100005,0.1378638998706129
100013,0.08214688492005101
100028,0.08101303034069726
100038,0.13247125621358946
100042,0.06422093357201814
100057,0.09432507497498725
100065,0.10937361703994569
100066,0.05515182430785251
100067,0.0938168656000281
100074,0.08042550682127644
100090,0.12492365574383081
100091,0.1177474669244159
100092,0.11034620907747085
100106,0.1328231416548892
100107,0.10367158636499854
100109,0.11234483499286342
100117,0.09172984661181495
100128,0.07420164687711843
100141,0.10712369102042181
100150,0.07947808018813007
100168,0.06653170271259432
100169,0.04988799885710272
100170,0.09061447142002457
100171,0.10866746942766664
100172,0.1340532221867888
100184,0.08374817350545684
100187,0.07134600948119468
100212,0.08783844859341841
100222,0.10285593462978786
100223,0.06379017449698061
100232,0.07499592784330407
100241,0.13572619036463973
100245,0.07875498279625516
100253,0.06688733313135026
100256,0.10172976363403158
100271,0.0672467405789337
100278,0.12090748280052538
100280,0.07308347636901638
100306,0.14151757837599552
100311,0.12081444448774632
100312,0.07171710410638392
100330,0.09066461868770113
100331,0.10619474401381608
100352,0.09664113292468088
100358,0.11645416563532993
100367,0.10006995360199726
100382,0.08531852605253981
100384,0.07929599342938046
100385,0.10182798964562469
100386,0.08523090815991148
100399,0.07860785622935909
100404,0.07741383854395774
100416,0.07102695894360947
100422,0.14232326320883457
100426,0.08737891717652799
100438,0.07361168221489313
100444,0.10477829934774928
100445,0.12465402707551897
100446,0.10604259605178959
100447,0.07480873184960148
100450,0.08375509362740284
100466,0.09756016790314481
100483,0.07766815373887846
100484,0.06163470919734023
100494,0.09167802078072292
100510,0.12312824336385403
100512,0.0708544000328617
100517,0.08023384824652458
100548,0.06591404568081799
100551,0.08095731952272704
100552,0.12985092620342448
100553,0.08825493765424194
100561,0.09994153374319412
100568,0.13702593340135302
100569,0.06981198640539762
100591,0.10379371701466268
100592,0.061145427697570365
100602,0.0960495083370829
100607,0.09445603516963985
100613,0.0937898919259951
100617,0.07482055453141935
100618,0.10607503908907466
100622,0.15251051036348498
100625,0.10451554901648735
100677,0.09370063691827747
100699,0.08870376095629352
100702,0.14395286562033818
100711,0.07705128770334836
100729,0.14677384151216355
100740,0.11864548739658815
100744,0.11159697871996682
100745,0.10319489424686952
100747,0.1048133845044614
100751,0.11375348342382972
100752,0.09459677670231803
100753,0.14721195270545478
100754,0.11614132550679264
100760,0.11373791563483278
100762,0.1013940888814019
100763,0.08540535002064562
100765,0.0862915827746274
100770,0.09711935359619997
100772,0.08461702791287498
100777,0.08953249777691376
100791,0.07516783683253284
100792,0.07288671128721208
100797,0.10062633321542261
100823,0.10205449171759519
100826,0.10473288527384915
100830,0.07424277526075554
100836,0.126236705555821
100872,0.09114569659484034
100910,0.09676945967008502
100913,0.07505732084361764
100918,0.09314331117969674
100931,0.06781210447143936
100952,0.11894314276517157
100953,0.08772493673049216
100965,0.11406557405763271
100970,0.08810424602361304
100982,0.11354352736109173
100983,0.09710206288264753
100984,0.07373236875806455
100987,0.11908712204596006
100997,0.08486526306913136
100998,0.12869792208862266
101002,0.11225367027408707
101005,0.13508874661372028
101008,0.1303358235564147
101020,0.11220318530873691
101021,0.10937477155079103
101024,0.08554314696655131
101025,0.1355103089989646
101026,0.09453423757204775
101031,0.08651725353911666
101041,0.0720222083284937
101051,0.06084202135579919
101055,0.10089597315083822
101056,0.11290586769859176
101057,0.10864358824745388
101064,0.08016168216894891
101079,0.09638449981060873
101087,0.09196378048811718
101090,0.07038629894929394
101092,0.09492394724831438
101097,0.11246014446319005
101099,0.06880174119436461
101107,0.10764559427710836
101118,0.1079364858969501
101125,0.09690958388946558
101126,0.08038754459187468
101128,0.11876237146620196
101136,0.12286891257244886
101140,0.10592680008717449
101149,0.08385066257544058
101160,0.08179662118535257
101169,0.13305781392496735
101181,0.08696506030858725
101186,0.06370246120054995
101190,0.11722772881686004
101193,0.11730026565114102
101194,0.08926741417553372
101198,0.10017029327514987
101200,0.07239419041410934
101204,0.1091723627214171
101211,0.08471000779411136
101213,0.08242341602359787
101223,0.08443928352592528
101225,0.10570819487804783
101237,0.08825682664914328
101243,0.09153892468022852
101244,0.11928720644568233
101258,0.08136012064337328
101259,0.14492520309782395
101268,0.11556894339831236
101269,0.08325725661366011
101271,0.12483235623883278
101279,0.0741607417314779
101281,0.09726655259397998
101287,0.08147789851490708
101292,0.07512707786779976
101294,0.08390068706195625
101296,0.07357551186727018
101297,0.08689940700845004
101299,0.06999706918073817
101301,0.09110132810201983
101305,0.08584657163977946
101308,0.06635526402188188
101318,0.06492760304758785
101327,0.11281507868465593
101329,0.1175414015351674
101332,0.0687205732699568
101337,0.09927849153698451
101343,0.07207400994979479
101345,0.07712309327662006
101346,0.10346013806387326
101353,0.05642064410986672
101354,0.11379299140868601
101355,0.10894257664772858
101356,0.06629196925014276
101362,0.11312749537753401
101363,0.14094651212661793
101365,0.08397856561602407
101366,0.11075147140941806
101367,0.129937039226424
101368,0.059060408043859106
101374,0.11566929077839962
101380,0.07694555403253486
101383,0.07024472390598833
101398,0.062337170801048954
101399,0.13715035947765192
101401,0.1225498613136076
101412,0.10538366714108462
101426,0.12521188615187695
101427,0.138800826364994
101428,0.10378864659386024
101429,0.10112288446846657
101434,0.08784002812912155
101440,0.09970893230513057
101448,0.10748381755539894
101449,0.09472322973548858
101465,0.08044002490500572
101467,0.08715619335710552
101472,0.14042619267558246
101478,0.09266537706988184
101497,0.09112570689501363
101504,0.08092286682549646
101547,0.0835975414541113
101548,0.10479498519768443
101555,0.09001982643935257
101570,0.09949131373888123
101572,0.08135031221187673
101578,0.08709657577920997
101580,0.12013636753876092
101588,0.10155927419672817
101602,0.08703432606789856
101610,0.10090309467075205
101614,0.12372897900721366
101616,0.10371506991705769
101643,0.1076494700637214
101644,0.1059294505088684
101649,0.09509606619842395
101650,0.10319861218797116
101665,0.06683686621734189
101667,0.11530904972456528
101669,0.06682128461828148
101674,0.10915701754696185
101675,0.09142378478871153
101678,0.11036505372208633
101682,0.08902924388810014
101686,0.1066516531418122
101697,0.1471834837388313
101700,0.10055922445804558
101711,0.07579739650839569
101714,0.05715706816226799
101715,0.11772081933056573
101728,0.09641519996479074
101732,0.08314544418456919
101757,0.09357561888786044
101758,0.10764348030602415
101759,0.10503282395010123
101762,0.05577763184595211
101764,0.08687180112467717
101780,0.11869859851011215
101784,0.10624735118292164
101789,0.07509824929092823
101816,0.08888047052497164
101819,0.07793836386006811
101827,0.059087863201570105
101863,0.11047850242855338
101867,0.12299803131478465
101870,0.06972658287862987
101873,0.11717551233975039
101878,0.0896812974822934
101879,0.06570861963986947
101880,0.07529283317825218
101887,0.10685192479044532
101897,0.0696141104941475
101901,0.07518482971633855
101903,0.1493871377097822
101920,0.09637229426277837
101921,0.09041632561693545
101922,0.08531812068034333
101961,0.12854914722350008
101962,0.08486383487041238
101971,0.09186084840736468
101976,0.12371590893554729
102002,0.10733465978596365
102005,0.07719747236496073
102007,0.14334113447973318
102017,0.07645619301868364
102019,0.13109944612353516
102029,0.06745621462247715
102051,0.09755594052616484
102052,0.07108520937933677
102054,0.0832978664121039
102062,0.12529350183557503
102067,0.10589502135492168
102068,0.09586086966376882
102070,0.07925758610668725
102090,0.08669416245982996
102092,0.13006491359853595
102099,0.12956002583521248
102100,0.05794165445378149
102112,0.1055784290748387
102113,0.09456947546513536
102122,0.1123307859189352
102123,0.08444863462938207
102125,0.07710114760178789
102126,0.09649462605658289
102146,0.09707057873098643
102147,0.10726494780837377
102151,0.0971878703147072
102158,0.08506911306987226
102159,0.08275903622181455
102162,0.07358255448099082
102165,0.08003780960005734
102166,0.11182835362873117
102174,0.08382022264169282
102193,0.13856822729034143
102198,0.0869047126855992
102205,0.10298949192017331
102206,0.09442297295661607
102218,0.09710550208358622
102221,0.09759166114157429
102230,0.09362439476999974
102238,0.09592940778724168
102248,0.06441473861977087
102252,0.10668063442213913
102259,0.07673821142226665
102262,0.10101388688584127
102273,0.07242311122577391
102286,0.08624999861456083
102293,0.09600279629503848
102294,0.06972091336832599
102296,0.08841329566855494
102298,0.10742333368804671
102303,0.07939196357491161
102309,0.10985169251628617
102315,0.06997534039984377
102340,0.07777284660245082
102342,0.08205377434344803
102344,0.08869622116040397
102346,0.12590491211530394
102347,0.07150955636938809
102374,0.11412055405240612
102380,0.10858486601726058
102387,0.09549754592884774
102393,0.08052866844692722
102403,0.09126690410500346
102413,0.10379973618483616
102414,0.06175063146833922
102415,0.0889396109658036
102416,0.08888462551325188
102439,0.10340596844035378
102441,0.08056536087903525
102443,0.07874496219580898
102444,0.08196737806997795
102445,0.13791969936730689
102448,0.07316185320146198
102449,0.09880018921782187
102450,0.14161514150898008
102456,0.08419664979105508
102458,0.09909777865758108
102459,0.08320958632864116
102465,0.06464782863909438
102470,0.12381081049713474
102471,0.07477578603160309
102475,0.13045073148011274
102476,0.12110591220501993
102506,0.08314744191622829
102509,0.07607779689302416
102519,0.08928594544048919
102522,0.07627841418945738
102545,0.08569363321203113
102549,0.11110996879804282
102562,0.06936460619786286
102563,0.08564171353959231
102568,0.1241411852514242
102582,0.10698854193921584
102592,0.06425260277140002
102597,0.09291078287428386
102605,0.11224100705654114
102614,0.0996162885810531
102617,0.0973822022107024
102634,0.07762031902957604
102652,0.08228864663977993
102655,0.05357966056549522
102671,0.07112669898104726
102694,0.08706721331758088
102701,0.1122183084015251
102703,0.06671000144130046
102704,0.07612787289919398
102713,0.0501586655044689
102720,0.11622941495651605
102731,0.06894579188383938
102733,0.08210343538184868
102749,0.1299823119183982
102755,0.07866359147711796
102763,0.0764992656191276
102770,0.11811585460178134
102772,0.10684828845950381
102799,0.10502182285377402
102838,0.0873698888712513
102854,0.08028969611359266
102862,0.12804698526011296
102863,0.09959607956946945
102867,0.08117801078092986
102868,0.07593900420303475
102878,0.08813479385477047
102887,0.09821297866759342
102898,0.12822241010246133
102904,0.09063498587897026
102912,0.12050235919067821
102919,0.07576063877685371
102927,0.08433927282732037
102932,0.0964791630323643
102933,0.1385212470748251
102935,0.06957732463048373
102958,0.10760430511792408
102969,0.10154342027646997
102971,0.08341065849353943
102975,0.07386650631095877
102979,0.09598939485479017
102982,0.06565621080280047
102987,0.10505252887931196
102989,0.09108886066029033
102995,0.0934625973732881
102996,0.08251021698673476
103000,0.06916557548802399
103001,0.10840245804106807
103004,0.0872913738475526
103010,0.08766554766508629
103025,0.10797360134750944
103029,0.09877994709447413
103046,0.10261179749442498
103056,0.07747175109547978
103062,0.09801483557716774
103078,0.11100703049023715
103083,0.06286493879637974
103092,0.104885626382846
103096,0.08974659080570314
103097,0.10174292526468312
103102,0.1348649603963025
103112,0.08815677682756484
103132,0.06882167632885491
103144,0.09647699637739933
103145,0.07807421466749809
103146,0.07739713140848388
103147,0.1102642369483211
103158,0.08410670983518487
103171,0.11941941752423296
103173,0.07405231103498625
103184,0.0910309851014472
103195,0.10368911813372919
103196,0.07057146053299018
103206,0.08072750060851464
103230,0.09941798617902944
103231,0.11247375813523282
103232,0.10425638840704221
103239,0.11610553972713068
103240,0.09961994390168631
103243,0.08796308208882873
103252,0.10084635391065629
103258,0.09407911160386481
103259,0.09280300257953775
103279,0.07940301237076079
103280,0.062339699572281276
103286,0.09199009511697079
103287,0.13190192481386206
103290,0.0922945467835176
103298,0.11421439167148552
103315,0.05414444011780345
103319,0.07191440933777814
103334,0.1290531922576134
103336,0.09934012726296913
103345,0.10058085226185272
103368,0.09214523083970912
103371,0.11992525787173998
103377,0.08210403751514748
103398,0.08012524594758202
103404,0.07083824671759235
103408,0.09965947152180905
103410,0.07729764355801819
103418,0.0744945599483947
103420,0.12330433057980333
103432,0.10789096791149143
103433,0.08329890291593246
103436,0.06780941225350554
103440,0.10048102937904173
103453,0.09110366271611126
103459,0.10189479406769085
103460,0.08592117062817786
103461,0.06961220137157159
103462,0.11326733296880831
103473,0.09499507097484744
103474,0.06537068884059238
103475,0.10500344344243674
103478,0.1179181321482428
103480,0.1063492930523215
103484,0.0665035491599222
103494,0.08530747558144985
103513,0.11405188347348108
103515,0.09067787659545588
103516,0.13891845744338727
103525,0.11296230282239493
103541,0.12588226594616578
103544,0.08155640167074753
103562,0.13000964224231645
103570,0.17217752944969414
103572,0.13952738101129117
103574,0.08099364864214563
103575,0.10290688535327588
103591,0.11447383370239975
103594,0.07752606225944554
103609,0.0751473869945558
103613,0.07485470288349444
103614,0.07516566405515035
103615,0.06781135719367465
103624,0.09957366781391651
103625,0.15702676757566622
103628,0.12309921037401172
103629,0.0728352154829812
103647,0.09269209723051093
103648,0.11453574975237836
103651,0.08667976646089694
103658,0.06953872572939282
103668,0.09085565959675745
103669,0.083631369613566
103676,0.10416712727884661
103682,0.0827686036748902
103683,0.06278253441806295
103689,0.07227961306150127
103725,0.05960114228829377
103733,0.09023235148565267
103744,0.05837300360232419
103762,0.1104131039184165
103771,0.1196048430831571
103773,0.06561237187583233
103783,0.1140415820322621
103784,0.10440920827477032
103808,0.06515821405872668
103812,0.07529229500664691
103813,0.09576235223533061
103814,0.077293191632421
103818,0.13639655433264708
103824,0.0935689525180005
103828,0.06528537949397958
103830,0.0881823031594437
103840,0.07596125201241387
103842,0.1035045682847036
103847,0.12313462235459881
103848,0.11486761866680245
103851,0.06545049047614603
103854,0.1300309538256627
103857,0.1627077737057734
103861,0.06016177307071285
103862,0.09803438663693924
103865,0.09699410506016334
103870,0.06500313049660959
103876,0.09081905298705158
103891,0.15047453824010334
103908,0.07434925342453041
103914,0.09328645397720081
103918,0.10540460150570186
103940,0.09398201932328454
103963,0.12079882145277518
103966,0.1125556580243902
103971,0.12164203242059167
103980,0.10198592984615076
103984,0.07735184460748082
103985,0.07881241296466736
103998,0.1350107451477727
104019,0.08348690625689333
104026,0.08901354653861215
104035,0.11699160847914458
104044,0.07525998771651875
104045,0.09635352674665004
104047,0.1013718707710712
104051,0.07242961677582821
104058,0.08764310230853337
104063,0.07341316379409452
104066,0.09535911210686221
104087,0.0545081670660326
104089,0.095310589633124
104095,0.08148274666042545
104098,0.12098013593256075
104104,0.05948979647593369
104110,0.09660983386361355
104120,0.08267594908919493
104122,0.06030536838052496
104131,0.09757482332814725
104132,0.11398686750093047
104135,0.06967073384360029
104136,0.09938688695846612
104149,0.0909320396021968
104150,0.08631109103722398
104156,0.10167765965163701
104165,0.11435260568663262
104175,0.08814045882432163
104179,0.12329206435874808
104184,0.09772984189466385
104206,0.07432114568365562
104216,0.10932294379435771
104230,0.1468127002196002
104257,0.05381965101341589
104272,0.05639769328818438
104273,0.1011309743897904
104278,0.05764808334154826
104294,0.10269497588497464
104295,0.08734723337442378
104297,0.07530790754452772
104298,0.10596054952627576
104308,0.1101240841030239
104318,0.08727382114920974
104319,0.07590616602034037
104320,0.12839539081896234
104327,0.11781285402497244
104334,0.09322643655658491
104344,0.11835997287758457
104350,0.08154642805497636
104351,0.09341580549124259
104354,0.10861138487371545
104369,0.12367166852545694
104376,0.09994553194875276
104381,0.09176144456071868
104384,0.10058221937129837
104391,0.06720849439717384
104394,0.10875451688905687
104398,0.12386007501360818
104402,0.08097395442784816
104408,0.0839565783687592
104409,0.06735499892035876
104410,0.13693777731104687
104412,0.08115057412000201
104417,0.10215905914895482
104424,0.09206024446560386
104426,0.0690444879053547
104435,0.08571381449375456
104445,0.0862042144255721
104458,0.060352236201399734
104460,0.09745351222251059
104466,0.08193496790980323
104472,0.12041400218463497
104473,0.10777350494516896
104479,0.06117582450134911
104480,0.07761437807385402
104482,0.12580418003383953
104499,0.05740575174841241
104501,0.060740562690085736
104502,0.08125336677906536
104506,0.08847246038030626
104510,0.06300530441155987
104512,0.07907134361073946
104520,0.1311151867111784
104528,0.11712381046245034
104529,0.10237011420702993
104541,0.09983944442668952
104578,0.07683166813679418
104584,0.08487135463824215
104588,0.10352220717064489
104602,0.09029489269380396
104610,0.06967840195383375
104611,0.08893738255033617
104618,0.11156414965452587
104620,0.08981159218866372
104622,0.06060609481769557
104624,0.07150929876324268
104625,0.09924018332723082
104634,0.13273844405270804
104639,0.10181234222266114
104646,0.07884377125940119
104647,0.07715190511372083
104652,0.06414902242788165
104670,0.08855917294515224
104677,0.08031072705018151
104685,0.11278443638796389
104691,0.09809306320700469
104696,0.08009581890865294
104699,0.06817446207678633
104712,0.11746776664921406
104714,0.09113806031915017
104717,0.09594627441291526
104718,0.08359681138408186
104740,0.08031513291113036
104741,0.10029771754219452
104743,0.05573471970174062
104744,0.1081187319150416
104747,0.10351432259615126
104767,0.09661596720346421
104772,0.17746944010835053
104776,0.13510747355200967
104779,0.07300415393018048
104814,0.09344782594827282
104815,0.0843341481627581
104830,0.1001780325997511
104831,0.11281587197811214
104833,0.10730559454800444
104839,0.07581979865444148
104840,0.08426487520141623
104860,0.10594313176161527
104861,0.06012671824477422
104866,0.08854651925349344
104870,0.07732693094838447
104877,0.10354000221023758
104878,0.06820965675758849
104879,0.08487803237821728
104880,0.09678809780145639
104899,0.09483685244515577
104906,0.06372585103167074
104907,0.11491652495972943
104913,0.09598328656747712
104916,0.11097404577987015
104921,0.09791399565223115
104930,0.08726569900230943
104931,0.10118233233395343
104936,0.10206091121393537
104937,0.09637996023797762
104942,0.08492954497616627
104943,0.08768029261150012
104969,0.1081338200804903
104972,0.14608673188124827
104988,0.09883960474796119
105013,0.10557066139736168
105015,0.10201005851608656
105019,0.08049436035595424
105027,0.09193636556983313
105030,0.09779954474126473
105035,0.15745031074561214
105041,0.07069139239672577
105051,0.12328948828691579
105056,0.07636951296507669
105067,0.17178139089922706
105071,0.10920936108688548
105072,0.06926756947512776
105074,0.12761825174781624
